CPU Name,Cores,CPU Mark,Thread Mark,TDP (W),Socket,Category
AMD Athlon XP 2000+,1,195,311,70,Socket A,Desktop
AMD Athlon XP 2100+,1,210,327,NA,Unknown,Unknown
AMD Athlon XP 2200+,1,214,335,NA,Unknown,Unknown
AMD Athlon XP 2400+,1,234,375,NA,Unknown,Unknown
AMD Athlon XP 2500+,1,231,353,NA,Unknown,Unknown
AMD Athlon XP 2600+,1,242,380,NA,Unknown,Unknown
AMD Athlon XP 2700+,1,256,398,NA,Unknown,Unknown
AMD Athlon XP 2800+,1,260,408,89,754,Unknown
AMD Athlon XP 2900+,1,276,410,NA,Unknown,Unknown
AMD Athlon XP 3000+,1,262,396,62,Socket A,Desktop
AMD Athlon XP 3100+,1,282,431,NA,Unknown,Unknown
AMD Athlon XP 3200+,1,281,430,62,AM2,Unknown
AMD Athlon XP1600+,1,183,272,NA,Unknown,Unknown
AMD Athlon XP2400+,1,243,390,NA,Unknown,Unknown
AMD Athlon64 X2 Dual Core 4600+,2,803,755,110,AM2,Desktop
AMD BC-250,6,"13,897","2,198",220,Unknown,Unknown
AMD C-30,1,178,375,9,FT1,Laptop
AMD C-50,2,262,308,9,FT1,Laptop
AMD C-60,2,290,354,9,Unknown,Unknown
AMD C-60 APU,2,316,357,9,Unknown,"Laptop, Mobile/Embedded"
AMD C-70 APU,2,315,364,9,Unknown,"Laptop, Mobile/Embedded"
AMD Custom APU 0932,4,"9,428","2,226",15,Unknown,Mobile/Embedded
AMD E-240,1,195,403,18,FT1,Laptop
AMD E-300 APU,2,336,394,18,FT1,Laptop
AMD E-350,2,430,489,18,FT1,"Desktop, Laptop"
AMD E-350 APU,2,423,490,18,FT1 BGA,"Desktop, Laptop"
AMD E-350D APU,2,486,523,18,Unknown,"Laptop, Mobile/Embedded"
AMD E-450 APU,2,439,497,18,FT1,Laptop
AMD E1 Micro-6200T APU,2,600,498,3.95,FT3b,Laptop
AMD E1-1200 APU,2,380,429,18,FT1,Laptop
AMD E1-1500 APU,2,385,450,18,FT1,Laptop
AMD E1-2100 APU,2,408,322,9,FT3,Laptop
AMD E1-2200 APU,2,474,368,9,FT3,Laptop
AMD E1-2500 APU,2,593,451,15,FT3,Laptop
AMD E1-6010 APU,2,542,428,10,FT3b,Laptop
AMD E1-6015 APU,2,584,452,NA,BGA769 (FT3b),Laptop
AMD E1-6050J APU,2,"1,385",787,10,Unknown,Unknown
AMD E1-7010 APU,2,613,486,10,BGA769 (FT3b),Laptop
AMD E2-1800 APU,2,451,526,18,FT1,Desktop
AMD E2-2000 APU,2,496,538,18,"BGA413,FT1",Laptop
AMD E2-3000 APU,2,743,532,15,FT3,Laptop
AMD E2-3000M APU,2,668,731,35,FS1,Laptop
AMD E2-3200 APU,2,986,978,65,FM1,Desktop
AMD E2-3800 APU,4,"1,136",435,15,FT3,Laptop
AMD E2-6110 APU,4,"1,233",489,15,"AM1,FT3b",Laptop
AMD E2-7015,2,611,480,NA,Unknown,Laptop
AMD E2-7015 APU,2,653,505,NA,Unknown,Laptop
AMD E2-7110 APU,4,"1,492",604,15,FP4 BGA,Laptop
AMD E2-9000,2,952,814,10,Unknown,Laptop
AMD E2-9000e,2,883,742,6,Unknown,Laptop
AMD E2-9010,2,"1,073",906,15,FP4,Laptop
AMD E2-9030,2,983,860,NA,BGA (FT4),Desktop
AMD Embedded G-Series GX-215JJ Radeon R2E,2,"1,094",877,10,FP4,"Laptop, Mobile/Embedded"
AMD Embedded G-Series GX-224IJ Radeon R4E,2,"1,271","1,119",15,FP4,"Laptop, Mobile/Embedded"
AMD Embedded G-Series GX-420GI Radeon R7E,4,"1,608",853,16.1,FP4,"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-216GD,2,"1,628","1,313",15,BGA (FP4),"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-418GD Radeon R6,4,"3,426","1,467",35,FP4,"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-421BD,4,"3,000","1,361",35,BGA (FP4),"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-421ND,4,"3,024","1,337",35,FP4,Mobile/Embedded
AMD EPYC 3101 4-Core,4,"6,050","1,787",NA,Unknown,Server
AMD EPYC 3151,4,"8,306","1,873",45,SP4r2,Server
AMD EPYC 3201,8,"8,672","1,564",30,SP4r2,Server
AMD EPYC 3251,8,"13,685","1,817",50,SP4r2,Server
AMD EPYC 3451,16,"19,532","1,700",NA,Unknown,Server
AMD EPYC 4124P,4,"18,139","3,897",65,AM5,Server
AMD EPYC 4244P,6,"27,164","3,858",65,AM5,Server
AMD EPYC 4245P,6,"31,123","4,567",65,AM5,Server
AMD EPYC 4344P,8,"33,699","3,599",65,AM5,Server
AMD EPYC 4345P,8,"36,107","4,494",65,AM5,Server
AMD EPYC 4364P,8,"34,215","3,547",105,AM5,Server
AMD EPYC 4464P,12,"47,383","4,145",NA,AM5,Server
AMD EPYC 4465P,12,"50,189","4,611",65,AM5,Server
AMD EPYC 4484PX,12,"50,547","4,119",120,AM5,Server
AMD EPYC 4545P,16,"54,279","4,467",65,AM5,Server
AMD EPYC 4564P,16,"64,443","4,292",170,AM5,Server
AMD EPYC 4565P,16,"63,939","4,738",170,AM5,Server
AMD EPYC 4584PX,16,"59,990","3,925",120,AM5,Server
AMD EPYC 4585PX,16,"68,603","4,514",170,AM5,Server
AMD EPYC 7203,8,"17,717","2,150",120,SP3,Server
AMD EPYC 7203P,8,"22,017","2,537",120,SP3,Server
AMD EPYC 7232P,8,"17,712","1,782",120,SP3,Server
AMD EPYC 7251,8,"14,935","1,671",120,SP3,Server
AMD EPYC 7252,8,"19,411","2,020",120,SP3,Server
[Dual CPU] AMD EPYC 7252,8,"32,437","1,948",120,SP3,Server
AMD EPYC 7261,8,"11,149","1,005",155,SP3,Server
AMD EPYC 7262,8,"20,779","2,041",155,SP3,Server
[Dual CPU] AMD EPYC 7262,8,"34,370","2,059",155,SP3,Server
AMD EPYC 7272,12,"25,161","1,886",120,SP3,Server
[Dual CPU] AMD EPYC 7272,12,"41,593","1,791",120,SP3,Server
AMD EPYC 7281,16,"21,621","1,626",155,SP3,Server
AMD EPYC 7282,16,"30,289","1,959",120,SP3,Server
[Dual CPU] AMD EPYC 7282,16,"51,807","2,044",120,SP3,Server
AMD EPYC 72F3,8,"27,252","3,070",180,SP3,Server
[Dual CPU] AMD EPYC 72F3,8,"50,017","3,034",180,SP3,Server
AMD EPYC 7301,16,"14,991","1,363",155,SP3,Server
[Dual CPU] AMD EPYC 7301,16,"34,148","1,654",155,SP3,Server
AMD EPYC 7302,16,"33,499","2,024",155,SP3,Server
[Dual CPU] AMD EPYC 7302,16,"51,287","1,954",155,SP3,Server
AMD EPYC 7302P,16,"32,752","1,900",155,SP3,Server
AMD EPYC 7303,16,"28,572","1,460",130,SP3,Server
AMD EPYC 7303P,16,"36,487","2,517",130,SP3,Server
AMD EPYC 7313,16,"38,938","2,434",155,SP3,Server
[Dual CPU] AMD EPYC 7313,16,"68,456","2,690",155,SP3,Server
AMD EPYC 7313P,16,"40,480","2,571",155,SP3,Server
AMD EPYC 7343,16,"43,644","2,740",190,SP3,Server
[Dual CPU] AMD EPYC 7343,16,"72,650","2,832",190,SP3,Server
AMD EPYC 7351,16,"23,226","1,803",155,SP3,Server
[Dual CPU] AMD EPYC 7351,16,"25,431","1,747",155,SP3,Server
AMD EPYC 7351P,16,"24,871","1,721",155,SP3,Server
AMD EPYC 7352,24,"40,370","1,979",155,SP3,Server
[Dual CPU] AMD EPYC 7352,24,"58,125","1,689",155,SP3,Server
AMD EPYC 7371,16,"30,156","2,307",NA,SP3,Server
[Dual CPU] AMD EPYC 7371,16,"54,894","2,320",NA,SP3,Server
[Dual CPU] AMD EPYC 7373X,16,"74,709","2,761",240,SP3,Server
AMD EPYC 73F3,16,"46,103","2,883",240,SP3,Server
[Dual CPU] AMD EPYC 73F3,16,"75,182","2,916",240,SP3,Server
[Dual CPU] AMD EPYC 7401,24,"55,280","1,850",155,SP3,Server
AMD EPYC 7401P,24,"27,836","1,680",155,SP3,Server
AMD EPYC 7402,24,"46,012","2,129",180,SP3,Server
[Dual CPU] AMD EPYC 7402,24,"63,597","1,931",180,SP3,Server
AMD EPYC 7402P,24,"43,855","2,022",180,SP3,Server
AMD EPYC 7413,24,"50,641","2,400",180,SP3,Server
[Dual CPU] AMD EPYC 7413,24,"75,623","2,277",180,SP3,Server
AMD EPYC 7443,24,"56,743","2,927",200,SP3,Server
[Dual CPU] AMD EPYC 7443,24,"73,384","2,441",200,SP3,Server
AMD EPYC 7443P,24,"56,808","2,895",200,SP3,Server
AMD EPYC 7451,24,"26,639","1,947",180,SP3,Server
[Dual CPU] AMD EPYC 7451,24,"52,322","1,931",180,SP3,Server
AMD EPYC 7452,32,"45,764","1,991",155,SP3,Server
[Dual CPU] AMD EPYC 7452,32,"65,147","1,829",155,SP3,Server
AMD EPYC 7453,28,"48,453","2,533",225,SP3,Server
[Dual CPU] AMD EPYC 7453,28,"80,327","2,371",225,SP3,Server
AMD EPYC 7473X,24,"59,280","2,751",240,SP3,Server
[Dual CPU] AMD EPYC 7473X,24,"81,282","2,201",240,SP3,Server
AMD EPYC 74F3,24,"60,666","2,942",240,SP3,Server
[Dual CPU] AMD EPYC 74F3,24,"95,523","2,977",240,SP3,Server
AMD EPYC 7501,32,"24,925","1,925",155,SP3,Server
[Dual CPU] AMD EPYC 7501,32,"61,736","1,809",155,SP3,Server
AMD EPYC 7502,32,"52,198","2,080",180,SP3,Server
[Dual CPU] AMD EPYC 7502,32,"78,579","2,146",180,SP3,Server
AMD EPYC 7502P,32,"51,206","2,029",180,SP3,Server
AMD EPYC 7513,32,"59,745","2,513",200,SP3,Server
[Dual CPU] AMD EPYC 7513,32,"96,465","2,732",200,SP3,Server
AMD EPYC 7532,32,"50,726","2,013",200,SP3,Server
[Dual CPU] AMD EPYC 7532,32,"77,962","2,039",200,SP3,Server
AMD EPYC 7542,32,"45,020","1,957",225,SP3,Server
[Dual CPU] AMD EPYC 7542,32,"73,758","2,011",225,SP3,Server
AMD EPYC 7543,32,"61,909","2,399",240,SP3,Server
[Dual CPU] AMD EPYC 7543,32,"97,273","2,673",240,SP3,Server
AMD EPYC 7543P,32,"66,590","2,737",225,SP3,Server
AMD EPYC 7551,32,"25,844","1,706",180,SP3,Server
[Dual CPU] AMD EPYC 7551,32,"57,841","1,790",180,SP3,Server
AMD EPYC 7551P,32,"38,111","1,772",180,SP3,Server
AMD EPYC 7552,48,"57,414","1,913",200,SP3,Server
[Dual CPU] AMD EPYC 7552,48,"72,235","1,527",200,SP3,Server
AMD EPYC 7571,32,"28,574","1,855",120,SP3,Server
AMD EPYC 7573X,32,"69,432","2,674",280,SP3,Server
[Dual CPU] AMD EPYC 7573X,32,"103,466","2,665",280,SP3,Server
AMD EPYC 75F3,32,"64,505","2,414",280,SP3,Server
[Dual CPU] AMD EPYC 75F3,32,"101,429","2,664",280,SP3,Server
AMD EPYC 7601,32,"35,059","1,900",180,SP3,Server
[Dual CPU] AMD EPYC 7601,32,"53,737","1,765",180,SP3,Server
AMD EPYC 7642,48,"59,333","2,057",225,SP3,Server
[Dual CPU] AMD EPYC 7642,48,"73,920","2,034",225,SP3,Server
AMD EPYC 7643,48,"76,259","2,690",225,SP3,Server
[Dual CPU] AMD EPYC 7643,48,"96,440","2,189",225,SP3,Server
AMD EPYC 7643P,48,"77,307","2,655",225,SP3,Server
AMD EPYC 7662,64,"72,298","2,102",225,SP3,Server
[Dual CPU] AMD EPYC 7662,64,"97,178","2,089",225,SP3,Server
AMD EPYC 7663,56,"81,821","2,596",240,SP3,Server
AMD EPYC 7702,64,"69,060","2,072",200,SP3,Server
[Dual CPU] AMD EPYC 7702,64,"89,599","1,979",200,SP3,Server
AMD EPYC 7702P,64,"63,692","2,072",200,SP3,Server
AMD EPYC 7713,64,"83,018","2,647",225,SP3,Server
[Dual CPU] AMD EPYC 7713,64,"109,207","2,454",225,SP3,Server
AMD EPYC 7713P,64,"81,582","2,622",225,SP3,Server
AMD EPYC 7742,64,"69,448","2,100",225,SP3,Server
[Dual CPU] AMD EPYC 7742,64,"95,172","2,067",225,SP3,Server
AMD EPYC 7763,64,"84,440","2,513",280,SP3,Server
[Dual CPU] AMD EPYC 7763,64,"113,441","2,446",280,SP3,Server
AMD EPYC 7773X,64,"91,340","2,561",280,SP3,Server
[Dual CPU] AMD EPYC 7773X,64,"110,412","2,445",280,SP3,Server
AMD EPYC 7B12,64,"66,044","1,927",240,SP3,Server
[Dual CPU] AMD EPYC 7B12,64,"93,376","2,030",240,SP3,Server
AMD EPYC 7B13,64,"80,079","2,552",240,Unknown,Server
[Dual CPU] AMD EPYC 7B13,64,"110,944","2,461",240,Unknown,Server
AMD EPYC 7C13,64,"76,417","2,606",NA,Unknown,Server
[Dual CPU] AMD EPYC 7C13,64,"81,691","2,012",NA,Unknown,Server
AMD EPYC 7D12,32,"42,285","1,890",85,Unknown,Server
AMD EPYC 7F32,8,"23,253","2,379",180,SP3,Server
[Dual CPU] AMD EPYC 7F32,8,"40,000","2,426",180,SP3,Server
AMD EPYC 7F52,16,"41,388","2,510",240,SP3,Server
[Dual CPU] AMD EPYC 7F52,16,"63,931","2,402",240,SP3,Server
AMD EPYC 7F72,24,"52,840","2,387",240,SP3,Server
AMD EPYC 7H12,64,"69,633","1,774",280,SP3,Server
[Dual CPU] AMD EPYC 7H12,64,"86,680","2,083",280,SP3,Server
AMD EPYC 7J13,64,"84,786","2,450",NA,Unknown,Server
[Dual CPU] AMD EPYC 7J13,64,"119,134","2,594",NA,Unknown,Server
AMD EPYC 7K23,48,"81,183","2,788",NA,Unknown,Server
AMD EPYC 7K62,48,"59,533","2,010",NA,SP3,Server
[Dual CPU] AMD EPYC 7K62,48,"89,531","2,126",NA,SP3,Server
[Dual CPU] AMD EPYC 7K83,64,"102,053","2,458",NA,Unknown,Server
AMD EPYC 7R12,48,"48,934","2,079",200,SP3,Server
[Dual CPU] AMD EPYC 7R12,48,"92,961","2,142",200,SP3,Server
AMD EPYC 7R13,48,"79,046","2,606",NA,Unknown,Server
[Dual CPU] AMD EPYC 7R13,48,"109,348","2,438",NA,Unknown,Server
AMD EPYC 7R32,48,"63,969","2,004",NA,Unknown,Server
[Dual CPU] AMD EPYC 7R32,48,"74,520","1,918",NA,Unknown,Server
AMD EPYC 7R43,64,"83,535","2,551",280,SP3,Server
AMD EPYC 7T83,64,"81,757","2,462",280,SP3,Server
[Dual CPU] AMD EPYC 7T83,64,"115,522","2,540",280,SP3,Server
AMD EPYC 7V12,64,"70,622","2,054",240,SP3,Server
[Dual CPU] AMD EPYC 7V12,64,"91,701","2,042",240,SP3,Server
AMD EPYC 7V13,64,"81,764","2,708",240,SP3,Server
[Dual CPU] AMD EPYC 7V13,64,"100,318","2,171",240,SP3,Server
[Dual CPU] AMD EPYC 7V73X,64,"94,451","2,277",280,Unknown,Server
[Dual CPU] AMD EPYC 7Y83,64,"108,281","2,622",280,SP3,Mobile/Embedded
AMD EPYC 8024P,8,"20,455","2,369",90,SP6,Server
AMD EPYC 8124P,16,"36,079","2,286",125,SP6,Server
AMD EPYC 8224P,24,"45,421","2,339",160,SP6,Server
AMD EPYC 8324P,32,"57,127","2,367",180,SP6,Server
AMD EPYC 8324PN 32-Core,8,"8,375","1,232",130,Unknown,Desktop
AMD EPYC 8434P,48,"66,490","2,448",200,SP6,Server
AMD EPYC 8534P,64,"71,900","2,441",200,SP6,Server
AMD EPYC 9015,8,"30,505","3,107",125,SP5,Server
[Dual CPU] AMD EPYC 9015,8,"55,013","3,288",125,SP5,Server
AMD EPYC 9115,16,"48,504","3,325",125,SP5,Server
[Dual CPU] AMD EPYC 9115,16,"79,764","3,507",125,SP5,Server
AMD EPYC 9124,16,"43,646","2,680",200,SP5,Server
[Dual CPU] AMD EPYC 9124,16,"63,699","2,327",200,SP5,Server
AMD EPYC 9135,16,"57,808","3,672",200,SP5,Server
[Dual CPU] AMD EPYC 9135,16,"85,694","3,326",200,SP5,Server
AMD EPYC 9174F,16,"53,067","3,257",320,SP5,Server
[Dual CPU] AMD EPYC 9174F,16,"81,093","3,064",320,SP5,Server
AMD EPYC 9175F,16,"65,894","4,250",320,SP5,Server
[Dual CPU] AMD EPYC 9175F,16,"101,064","3,703",320,SP5,Server
AMD EPYC 9184X,16,"48,058","2,882",320,SP5,Server
[Dual CPU] AMD EPYC 9184X,16,"78,921","2,896",320,SP5,Server
AMD EPYC 9224,24,"48,967","2,508",200,SP5,Server
[Dual CPU] AMD EPYC 9224,24,"83,623","2,601",200,SP5,Server
AMD EPYC 9254,24,"63,540","2,965",200,SP5,Server
[Dual CPU] AMD EPYC 9254,24,"95,370","3,103",200,SP5,Server
AMD EPYC 9255,24,"75,809","3,653",200,SP5,Server
[Dual CPU] AMD EPYC 9255,24,"96,899","3,693",200,SP5,Server
AMD EPYC 9274F,24,"73,982","3,373",NA,SP5,Server
[Dual CPU] AMD EPYC 9274F,24,"111,349","3,290",NA,SP5,Server
AMD EPYC 9275F,24,"84,620","3,810",320,SP5,Server
[Dual CPU] AMD EPYC 9275F,24,"135,300","4,134",320,SP5,Server
AMD EPYC 9334,32,"65,568","2,508",NA,SP5,Server
[Dual CPU] AMD EPYC 9334,32,"109,109","3,042",NA,SP5,Server
[Dual CPU] AMD EPYC 9335,32,"122,878","3,453",210,SP5,Server
AMD EPYC 9354,32,"73,892","2,687",280,SP5,Server
[Dual CPU] AMD EPYC 9354,32,"113,544","2,934",280,SP5,Server
AMD EPYC 9354P,32,"74,626","2,769",280,SP5,Server
AMD EPYC 9355P,32,"97,235","3,742",280,SP5,Server
AMD EPYC 9374F,32,"82,009","3,135",320,SP5,Server
[Dual CPU] AMD EPYC 9374F,32,"121,404","3,135",320,SP5,Server
AMD EPYC 9375F,32,"95,768","3,762",320,SP5,Server
AMD EPYC 9384X,32,"72,121","3,006",320,SP5,Server
[Dual CPU] AMD EPYC 9384X,32,"121,560","3,085",320,SP5,Server
AMD EPYC 9454,48,"87,961","2,807",290,SP5,Server
[Dual CPU] AMD EPYC 9454,48,"129,701","2,982",290,SP5,Server
AMD EPYC 9454P,48,"94,708","2,988",290,SP5,Server
AMD EPYC 9455P,48,"116,912","3,745",300,SP5,Server
AMD EPYC 9474F,48,"102,255","3,155",360,SP5,Server
[Dual CPU] AMD EPYC 9474F,48,"147,898","3,212",360,SP5,Server
AMD EPYC 9475F,48,"122,476","3,779",4000,SP5,Server
[Dual CPU] AMD EPYC 9475F,48,"159,765","3,683",4000,SP5,Server
AMD EPYC 9534,64,"89,077","2,786",280,SP5,Server
[Dual CPU] AMD EPYC 9534,64,"135,059","2,882",280,SP5,Server
AMD EPYC 9554,64,"103,544","2,864",360,SP5,Server
[Dual CPU] AMD EPYC 9554,64,"142,492","2,948",360,SP5,Server
AMD EPYC 9554P,64,"104,920","2,737",360,SP5,Server
[Dual CPU] AMD EPYC 9555,64,"182,471","3,743",360,SP5,Server
AMD EPYC 9555P,64,"135,990","3,743",360,SP5,Server
AMD EPYC 9565,72,"135,221","3,696",400,SP5,Server
AMD EPYC 9575F,64,"147,894","4,169",400,SP5,Server
[Dual CPU] AMD EPYC 9575F,64,"200,184","4,250",400,SP5,Server
AMD EPYC 9634,84,"107,944","2,924",290,SP5,Server
[Dual CPU] AMD EPYC 9634,84,"142,281","2,863",290,SP5,Server
AMD EPYC 9654,96,"119,235","2,898",360,SP5,Server
[Dual CPU] AMD EPYC 9654,96,"143,680","2,757",360,SP5,Server
AMD EPYC 9654P,96,"116,324","2,731",360,SP5,Server
AMD EPYC 9655,96,"156,110","3,847",400,SP5,Server
[Dual CPU] AMD EPYC 9655,96,"200,122","3,860",400,SP5,Server
AMD EPYC 9655P,96,"160,490","3,849",400,SP5,Server
AMD EPYC 9684X,96,"122,017","2,892",400,SP5,Server
[Dual CPU] AMD EPYC 9684X,96,"150,974","2,893",400,SP5,Server
AMD EPYC 9734,112,"102,286","2,310",340,SP5,Server
[Dual CPU] AMD EPYC 9734,112,"130,034","2,369",340,SP5,Server
AMD EPYC 9745,128,"130,698","2,806",400,SP5,Server
[Dual CPU] AMD EPYC 9745,128,"173,717","3,157",400,SP5,Server
AMD EPYC 9754,128,"98,450","2,308",360,SP5,Server
[Dual CPU] AMD EPYC 9754,128,"130,015","2,362",360,SP5,Server
AMD EPYC 9754 128-Core Emb,128,"115,016","2,403",NA,Unknown,Unknown
AMD EPYC 9755,128,"166,328","3,503",500,SP5,Server
[Dual CPU] AMD EPYC 9755,128,"198,588","3,505",500,SP5,Server
AMD EPYC 9845,160,"152,985","3,144",390,SP5,Server
[Dual CPU] AMD EPYC 9845,160,"153,265","3,105",390,SP5,Server
AMD EPYC 9965,192,"160,542","3,176",500,SP5,Server
[Dual CPU] AMD EPYC 9965,192,"183,524","3,110",500,SP5,Server
AMD EPYC 9B14,96,"125,887","2,896",NA,Unknown,Server
[Dual CPU] AMD EPYC 9B14,96,"145,397","2,859",NA,Unknown,Server
AMD EPYC 9B45,32,"158,790","3,540",390,SP5,Server
AMD EPYC 9D25,126,"114,275","2,481",NA,Unknown,Server
AMD EPYC 9J14,96,"124,637","2,903",NA,SP5,Server
[Dual CPU] AMD EPYC 9J45,128,"201,335","3,488",NA,Unknown,Server
[Dual CPU] AMD EPYC 9K65,192,"187,923","3,176",NA,SP5,Server
AMD EPYC 9R14,96,"116,475","2,920",NA,Unknown,Server
AMD EPYC 9R45,2,"6,922","3,807",NA,Unknown,Server
AMD EPYC 9V74,80,"117,606","2,888",400,SP5,Server
[Dual CPU] AMD EPYC 9V94,128,"83,538","1,902",NA,SP5,Server
AMD EPYC Embedded 7292P,16,"30,542","2,091",NA,Unknown,Server
AMD EPYC Embedded 8224P,24,"48,869","2,357",160,SP6,"Server, Mobile/Embedded"
[Dual CPU] AMD EPYC Embedded 9124,16,"71,486","2,907",200,SP5,Server
AMD EPYC Embedded 9654P,96,"116,927","2,901",NA,Unknown,Server
AMD EPYC Embedded 9755,128,"164,010","3,508",500,Unknown,Mobile/Embedded
AMD FirePro A320 APU,4,"2,153","1,193",100,FM2,Desktop
AMD FX-4100 Quad-Core,2,"2,629","1,287",95,AM3+,Desktop
AMD FX-4130 Quad-Core,2,"2,724","1,351",125,AM3+,Desktop
AMD FX-4150 Quad-Core,4,"3,327","1,465",125,AM3+,Desktop
AMD FX-4170 Quad-Core,2,"3,124","1,490",125,AM3+,Desktop
AMD FX-4200 Quad-Core,4,"3,119","1,313",125,AM3+,Desktop
AMD FX-4300 Quad-Core,2,"2,995","1,477",95,AM3+,Desktop
AMD FX-4320,2,"3,168","1,568",95,AM3+,Desktop
AMD FX-4330,2,"3,146","1,563",95,AM3+,Desktop
AMD FX-4350 Quad-Core,2,"3,184","1,554",125,AM3+,Desktop
AMD FX-6100 Six-Core,3,"3,688","1,308",95,AM3+,Desktop
AMD FX-6120 Six-Core,3,"3,853","1,382",95,AM3+,Desktop
AMD FX-6130 Six-Core,3,"4,353","1,390",125,AM3+,Desktop
AMD FX-6200 Six-Core,3,"4,112","1,415",125,AM3+,Desktop
AMD FX-6300 Six-Core,3,"4,225","1,485",95,AM3+,Desktop
AMD FX-6330 Six-Core,3,"4,433","1,531",95,AM3+,Desktop
AMD FX-6350 Six-Core,3,"4,644","1,575",125,AM3+,Desktop
AMD FX-670K Quad-Core,2,"2,980","1,578",65,FM2,Desktop
AMD FX-7500 APU,4,"1,925",963,19,FP3,Laptop
AMD FX-7600P,4,"2,557","1,238",35,FP3,Laptop
AMD FX-7600P APU,4,"2,856","1,436",35,FP3,Laptop
AMD FX-770K Quad-Core,2,"3,169","1,475",65,FM2+,Desktop
AMD FX-8100 Eight-Core,4,"4,095","1,170",95,AM3+,Desktop
AMD FX-8120 Eight-Core,4,"4,635","1,334",125,AM3+,Desktop
AMD FX-8140 Eight-Core,4,"4,860","1,273",95,AM3+,Desktop
AMD FX-8150 Eight-Core,4,"5,318","1,435",125,AM3+,Desktop
AMD FX-8300 Eight-Core,4,"5,332","1,487",95,AM3+,Desktop
AMD FX-8310 Eight-Core,4,"5,050","1,407",95,AM3+,Desktop
AMD FX-8320 Eight-Core,4,"5,477","1,467",125,AM3+,Desktop
AMD FX-8320E Eight-Core,4,"5,124","1,437",95,AM3+,Desktop
AMD FX-8350 Eight-Core,4,"6,090","1,580",125,AM3+,Desktop
AMD FX-8370 Eight-Core,4,"6,181","1,620",125,AM3+,Desktop
AMD FX-8370E Eight-Core,4,"5,327","1,488",95,AM3+,Desktop
AMD FX-870K Quad Core,2,"3,227","1,470",NA,Unknown,Unknown
AMD FX-8800P,2,"2,837","1,356",35,FP4,Laptop
AMD FX-9370 Eight-Core,4,"6,375","1,702",220,AM3+,Desktop
AMD FX-9590 Eight-Core,4,"6,822","1,807",220,AM3+,Desktop
AMD FX-9800P,4,"2,465","1,164",15,Unknown,Laptop
AMD FX-9830P,4,"3,299","1,559",35,FP4,Laptop
AMD FX-B4150 Quad-Core,2,"3,369","1,425",95,AM3+,Desktop
AMD G-T40E,2,289,313,6.4,FT1,Laptop
AMD G-T40N,2,299,323,9,FT1,Laptop
AMD G-T40R,1,120,327,5.5,FT1,Laptop
AMD G-T44R,1,116,294,9,FT1,Laptop
AMD G-T48E,2,423,446,18,FT1,Laptop
AMD G-T52R,1,177,381,18,FT1,Laptop
AMD G-T56E,2,442,522,18,FT1,Laptop
AMD G-T56N,2,484,528,18,FT1,Laptop
AMD Geode NX 2400+,1,400,634,NA,Unknown,Unknown
AMD GX-210JA SOC,2,248,231,6,FT3 (769-BGA),Laptop
AMD GX-212JC SOC,2,636,455,6,FT3b,Laptop
AMD GX-217GA SOC,2,794,563,15,FT3 (769-BGA),Laptop
AMD GX-218GL SOC,2,754,627,15,BGA769 (FT3b),Laptop
AMD GX-222GC SOC,2,"1,044",783,15,BGA769 (FT3b),"Laptop, Mobile/Embedded"
AMD GX-412HC,4,"1,095",414,7,FT3b,Laptop
AMD GX-412TC SOC,4,650,250,6,FT3b,Mobile/Embedded
AMD GX-415GA SOC,4,"1,407",514,15,FT3 (769-BGA),Laptop
AMD GX-416RA SOC,4,"1,604",561,NA,FT3,Mobile/Embedded
AMD GX-420CA SOC,4,"1,785",677,25,FT3 (769-BGA),Laptop
AMD GX-420MC SOC,4,"1,796",695,17.5,FTB3b,Laptop
AMD GX-424CC SOC,4,"1,819",803,25,FT3b,Laptop
[Quad CPU] AMD Instinct MI300A Accelerator,24,"132,020","2,926",550,Unknown,Server
AMD Opteron 1212,2,593,729,103,AM2,Server
AMD Opteron 1212 HE,2,771,731,65,AM2,Server
AMD Opteron 1214,2,763,831,103,AM2,Server
AMD Opteron 1214 HE,2,806,811,65,AM2,Server
AMD Opteron 1216,2,781,810,103,AM2,Server
AMD Opteron 1216 HE,2,727,847,65,AM2,Server
AMD Opteron 1218,2,910,962,103,AM2,Server
AMD Opteron 1218 HE,2,979,940,65,AM2,Server
AMD Opteron 1220,2,"1,036","1,077",103,AM2,Server
AMD Opteron 1222,2,"1,089","1,128",103,AM2,Server
AMD Opteron 1352,4,"1,547",857,75,AM2,Server
AMD Opteron 1354,4,"1,635",870,75,AM2,Server
AMD Opteron 1356,4,"1,703",918,75,AM2,Server
AMD Opteron 1381,4,"1,797","1,011",75,AM3,Server
AMD Opteron 1385,4,"2,089","1,069",115,"AM2+,AM3",Server
AMD Opteron 1389,4,"2,079","1,102",75,AM2,Server
AMD Opteron 144,1,316,376,67,939,Server
AMD Opteron 146,1,346,400,67,939,Server
AMD Opteron 148,1,392,443,85.3,939,Server
AMD Opteron 150,1,393,471,85.3,939,Server
AMD Opteron 152,1,428,487,104,939,Server
AMD Opteron 154,1,457,534,104,939,Server
