Videocard Name,G3D Mark,G2D Mark,TDP (W),VRAM (MB),Category
Radeon HD 7850,"3,898",574,130,2048 MB,Desktop
Radeon HD 7850M,"1,373",566,40,2048 MB,Mobile
Radeon HD 7870,"4,565",585,175,2048 MB,Desktop
Radeon HD 7870 XT,"4,470",661,185,2048 MB,Desktop
Radeon HD 7870M,"1,507",556,45,2048 MB,Mobile
Radeon HD 7950 / R9 280,"4,765",691,200,3072 MB,Desktop
Radeon HD 7970 / R9 280X,"5,248",730,250,3072 MB,Desktop
Radeon HD 7970M,"3,663",471,75,4096 MB,Mobile
Radeon HD 7990,"5,566",766,375,3072 MB,Desktop
Radeon HD 8180,135,37,NA,NA,Unknown
Radeon HD 8210,195,47,NA,NA,Unknown
Radeon HD 8210E,194,202,NA,NA,Unknown
Radeon HD 8240,246,63,NA,NA,Unknown
Radeon HD 8250,212,59,NA,NA,Unknown
Radeon HD 8280,261,75,NA,NA,Unknown
Radeon HD 8280E,274,81,NA,NA,Unknown
Radeon HD 8280G,270,130,NA,NA,Unknown
Radeon HD 8310E,341,187,NA,NA,Unknown
Radeon HD 8330,275,67,NA,NA,Unknown
Radeon HD 8330E,262,83,NA,NA,Unknown
Radeon HD 8350,163,222,4.4,512 MB,Desktop
Radeon HD 8350G,258,124,35,0 MB,Mobile
Radeon HD 8370D,316,148,NA,NA,Unknown
Radeon HD 8400,271,77,NA,NA,Unknown
Radeon HD 8400E,276,113,NA,NA,Unknown
Radeon HD 8410G,435,263,NA,NA,Unknown
Radeon HD 8450G,335,133,NA,NA,Unknown
Radeon HD 8450G + 8600/8700M Dual,"1,070",381,NA,NA,Mobile
Radeon HD 8450G + 8600M Dual,545,356,NA,NA,Mobile
Radeon HD 8450G + 8670M Dual,475,414,NA,NA,Mobile
Radeon HD 8450G + 8750M Dual,637,299,NA,NA,Mobile
Radeon HD 8450G + HD 8600M Dual,452,326,NA,NA,Mobile
Radeon HD 8450G + HD 8670M Dual,478,267,NA,NA,Mobile
Radeon HD 8450G + HD 8750M Dual,504,323,NA,NA,Mobile
Radeon HD 8450G + R5 M230 Dual,578,298,NA,NA,Unknown
Radeon HD 8470,247,157,35,1024 MB,Desktop
Radeon HD 8470D,375,149,NA,NA,Unknown
Radeon HD 8470D + 6450 Dual,717,558,NA,NA,Unknown
Radeon HD 8470D + 6570 Dual,838,454,NA,NA,Unknown
Radeon HD 8470D + HD 6450 Dual,863,590,NA,NA,Unknown
Radeon HD 8470D + HD 6670 Dual,"1,436",512,NA,NA,Unknown
Radeon HD 8470D + HD 7500 Dual,"1,545",465,NA,NA,Unknown
Radeon HD 8490,263,174,35,1024 MB,Desktop
Radeon HD 8500M,448,116,NA,NA,Mobile
Radeon HD 8500M/8700M,853,503,NA,NA,Mobile
Radeon HD 8510G,373,107,NA,NA,Unknown
Radeon HD 8510G + 8500M Dual,596,260,NA,NA,Mobile
Radeon HD 8510G + HD 8500M Dual,630,191,NA,NA,Mobile
Radeon HD 8550D,567,226,NA,NA,Unknown
Radeon HD 8550G,416,117,NA,NA,Unknown
Radeon HD 8550G + 7600M Dual,901,395,NA,NA,Mobile
Radeon HD 8550G + 8500M Dual,603,304,NA,NA,Mobile
Radeon HD 8550G + 8570M Dual,533,307,NA,NA,Mobile
Radeon HD 8550G + 8600/8700M Dual,803,336,NA,NA,Mobile
Radeon HD 8550G + 8600M Dual,618,321,NA,NA,Mobile
Radeon HD 8550G + 8670M Dual,579,334,NA,NA,Mobile
Radeon HD 8550G + 8690M Dual,664,260,NA,NA,Mobile
Radeon HD 8550G + 8750M Dual,796,321,NA,NA,Mobile
Radeon HD 8550G + HD 7600M Dual,548,181,NA,NA,Mobile
Radeon HD 8550G + HD 8500M Dual,559,301,NA,NA,Mobile
Radeon HD 8550G + HD 8570M Dual,529,260,NA,NA,Mobile
Radeon HD 8550G + HD 8600/8700M Dual,655,170,NA,NA,Mobile
Radeon HD 8550G + HD 8600M Dual,594,322,NA,NA,Mobile
Radeon HD 8550G + HD 8670M Dual,546,315,NA,NA,Mobile
Radeon HD 8550G + HD 8750M Dual,819,336,NA,NA,Mobile
Radeon HD 8550G + R5 M200 Dual,619,276,NA,NA,Unknown
Radeon HD 8550G + R5 M230 Dual,488,211,NA,NA,Unknown
Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,612,116,NA,NA,Mobile
Radeon HD 8570,943,286,66,2048 MB,Desktop
Radeon HD 8570 + 8670D Dual,620,496,NA,NA,Unknown
Radeon HD 8570 + HD 7660D Dual,949,467,NA,NA,Unknown
Radeon HD 8570D,410,148,NA,NA,Unknown
Radeon HD 8570D + 6570 Dual,"1,239",459,NA,NA,Unknown
Radeon HD 8570D + 6670 Dual,"1,040",505,NA,NA,Unknown
Radeon HD 8570D + HD 6570 Dual,868,506,NA,NA,Unknown
Radeon HD 8570D + HD 6670 Dual,"1,261",537,NA,NA,Unknown
Radeon HD 8570D + HD 7000 Dual,753,465,NA,NA,Unknown
Radeon HD 8570D + HD 7700 Dual,"1,835",466,NA,NA,Unknown
Radeon HD 8570D + HD 8470 Dual,338,416,NA,NA,Unknown
Radeon HD 8570D + HD 8570 Dual,"1,033",520,NA,NA,Unknown
Radeon HD 8570D + HD8490 Dual,374,380,NA,NA,Unknown
Radeon HD 8570D + R5 235 Dual,471,470,NA,NA,Unknown
Radeon HD 8570D + R7 200 Dual,999,401,NA,NA,Unknown
Radeon HD 8570D + R7 240 Dual,964,489,NA,NA,Unknown
Radeon HD 8570M,450,164,NA,NA,Mobile
Radeon HD 8600/8700M,"1,030",554,NA,NA,Mobile
Radeon HD 8610G,400,113,NA,NA,Unknown
Radeon HD 8610G + 8500M Dual,610,298,NA,NA,Mobile
Radeon HD 8610G + 8600M Dual,589,320,NA,NA,Mobile
Radeon HD 8610G + 8670M Dual,600,356,NA,NA,Mobile
Radeon HD 8610G + HD 8500M Dual,646,274,NA,NA,Mobile
Radeon HD 8610G + HD 8600M Dual,481,156,NA,NA,Mobile
Radeon HD 8610G + HD 8670M Dual,578,282,NA,NA,Mobile
Radeon HD 8610G + R5 M200 Dual,676,291,NA,NA,Unknown
Radeon HD 8650D,396,259,NA,NA,Unknown
Radeon HD 8650G,499,139,NA,NA,Unknown
Radeon HD 8650G + 7600M Dual,742,404,NA,NA,Mobile
Radeon HD 8650G + 7670M Dual,884,379,NA,NA,Mobile
Radeon HD 8650G + 7700M Dual,"1,126",399,NA,NA,Mobile
Radeon HD 8650G + 8500M Dual,627,351,NA,NA,Mobile
Radeon HD 8650G + 8570M Dual,654,282,NA,NA,Mobile
Radeon HD 8650G + 8600/8700M Dual,832,374,NA,NA,Mobile
Radeon HD 8650G + 8600M Dual,613,370,NA,NA,Mobile
Radeon HD 8650G + 8670M Dual,635,355,NA,NA,Mobile
Radeon HD 8650G + 8750M Dual,787,381,NA,NA,Mobile
Radeon HD 8650G + HD 7600M Dual,820,346,NA,NA,Mobile
Radeon HD 8650G + HD 7670M Dual,634,305,NA,NA,Mobile
Radeon HD 8650G + HD 8570M Dual,716,317,NA,NA,Mobile
Radeon HD 8650G + HD 8600/8700M Dual,764,356,NA,NA,Mobile
Radeon HD 8650G + HD 8600M Dual,606,378,NA,NA,Mobile
Radeon HD 8650G + HD 8600M N HD 8600M Dual,758,413,NA,NA,Mobile
Radeon HD 8650G + HD 8670M Dual,585,320,NA,NA,Mobile
Radeon HD 8650G + HD 8750M Dual,652,233,NA,NA,Mobile
Radeon HD 8650G + HD 8790M Dual,800,404,NA,NA,Mobile
Radeon HD 8650G + R5 M200 Dual,723,323,NA,NA,Unknown
Radeon HD 8650G + R5 M230 Dual,686,374,NA,NA,Unknown
Radeon HD 8650G N HD 8650G + HD 8570M Dual,773,368,NA,NA,Mobile
Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,796,322,NA,NA,Mobile
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,680,347,NA,NA,Mobile
Radeon HD 8670D,515,179,NA,NA,Unknown
Radeon HD 8670D + 6670 Dual,"1,361",568,NA,NA,Unknown
Radeon HD 8670D + 7000 Dual,812,488,NA,NA,Unknown
Radeon HD 8670D + 7700 Dual,"1,789",572,NA,NA,Unknown
Radeon HD 8670D + 8570 Dual,974,419,NA,NA,Unknown
Radeon HD 8670D + HD 6670 Dual,"1,222",541,NA,NA,Unknown
Radeon HD 8670D + HD 7000 Dual,719,403,NA,NA,Unknown
Radeon HD 8670D + HD 7600 Dual,"1,318",472,NA,NA,Unknown
Radeon HD 8670D + HD 7700 Dual,"1,892",446,NA,NA,Unknown
Radeon HD 8670D + R5 235 Dual,837,518,NA,NA,Unknown
Radeon HD 8670D + R5 330 Dual,746,494,NA,NA,Unknown
Radeon HD 8670D + R7 200 Dual,950,506,NA,NA,Unknown
Radeon HD 8670D + R7 240 Dual,"1,020",525,NA,NA,Unknown
Radeon HD 8670D N HD 8670D + HD 8670D Dual,489,526,NA,NA,Unknown
Radeon HD 8670M,520,488,NA,1024 MB,Mobile
Radeon HD 8690A,516,127,NA,NA,Unknown
Radeon HD 8690M,984,768,NA,NA,Mobile
Radeon HD 8730M,820,173,NA,2048 MB,Mobile
Radeon HD 8750M,"1,057",201,NA,2048 MB,Mobile
Radeon HD 8770,"2,607",925,NA,NA,Unknown
Radeon HD 8790M,"1,306",751,NA,2048 MB,Mobile
Radeon HD 8790M / R9 M290X,"1,211",694,NA,NA,Mobile
Radeon HD 8850M,973,502,NA,2048 MB,Mobile
Radeon HD 8850M / R9 M265X,"1,140",741,NA,NA,Mobile
Radeon HD 8870M,"1,638",629,NA,2048 MB,Mobile
Radeon HD 8870M / R9 M270X / M370X,"1,800",679,NA,NA,Mobile
Radeon HD 8950,"2,830",371,225,3072 MB,Desktop
Radeon HD 8970M,"3,876",807,100,4096 MB,Mobile
Radeon HD 8990,"5,214",658,375,3072 MB,Desktop
Radeon HD HD7850M,"1,727",567,NA,NA,Mobile
Radeon HD4650,240,99,NA,NA,Unknown
Radeon HD4670,366,585,NA,NA,Unknown
RADEON HD6370D,320,312,NA,NA,Unknown
RADEON HD6410D,423,296,NA,NA,Unknown
RADEON HD6530D,532,327,NA,NA,Unknown
RADEON HD7450,199,215,NA,NA,Unknown
Radeon HD8530M,478,278,NA,NA,Mobile
Radeon HD8970M,"3,369",663,NA,NA,Mobile
Radeon HDG 4670,170,197,NA,NA,Unknown
RADEON IGP 320,4,44,NA,NA,Unknown
Radeon IGP 320M,4,101,NA,NA,Mobile
Radeon IGP 340M,3,102,NA,NA,Mobile
RADEON IGP 345M,3,82,NA,NA,Mobile
RADEON IGP 34xM,2,89,NA,NA,Mobile
RADEON IGP 350M,6,136,NA,NA,Mobile
Radeon Infoshock 3000,107,475,NA,NA,Unknown
Radeon Instinct MI25 MxGPU,"4,403",313,NA,NA,Unknown
Radeon Instinct MI60,"11,638",564,NA,NA,Desktop
Radeon M535DX,750,288,NA,NA,Unknown
Radeon Pro,"2,366",595,NA,NA,Unknown
Radeon Pro 450,"2,723",619,NA,NA,Unknown
Radeon Pro 455,"3,113",705,NA,NA,Unknown
Radeon Pro 460,"3,453",679,NA,NA,Unknown
Radeon Pro 465,"4,538",562,NA,NA,Unknown
Radeon Pro 5300,"7,089",621,NA,NA,Unknown
Radeon Pro 5300M,"5,817",560,85,4096 MB,Mobile
Radeon Pro 5500 XT,"7,911",612,NA,NA,Unknown
Radeon Pro 5500M,"6,730",646,85,8192 MB,Mobile
Radeon Pro 555,"3,141",659,NA,NA,Unknown
Radeon Pro 560,"3,475",724,NA,NA,Unknown
Radeon Pro 5600M,"9,324",678,50,8192 MB,Mobile
Radeon Pro 560X,"3,678",711,NA,NA,Unknown
Radeon Pro 570,"6,337",697,NA,NA,Unknown
Radeon Pro 5700,"11,457",788,130,8192 MB,Desktop
Radeon Pro 5700 XT,"12,457",800,130,16384 MB,Desktop
Radeon Pro 580,"7,753",943,NA,NA,Unknown
Radeon Pro 580X,"7,540",698,150,8192 MB,Desktop
Radeon Pro Duo,"8,299",787,350,8192 MB,Desktop
Radeon PRO Ryzen 5 PRO 6650U,"3,999",768,NA,NA,Unknown
Radeon PRO Ryzen 7 PRO 6850U,"5,599",758,NA,NA,Unknown
Radeon Pro SSG,"10,972",588,NA,NA,Unknown
Radeon Pro V340 MxGPU,"2,853",118,NA,NA,Unknown
Radeon Pro V520 MxGPU,"12,258",525,NA,NA,Unknown
Radeon Pro V620 MxGPU,"15,633",653,NA,NA,Desktop
Radeon PRO V710 MxGPU,"13,130",981,NA,NA,Desktop
Radeon Pro Vega 16,"4,809",585,NA,NA,Unknown
Radeon Pro Vega 20,"5,169",566,NA,NA,Unknown
Radeon Pro Vega 48,"11,270",793,NA,NA,Unknown
Radeon Pro Vega 56,"12,061",836,NA,8192 MB,Desktop
Radeon Pro Vega 64,"12,882",801,NA,NA,Unknown
Radeon Pro Vega 64X,"13,369",839,NA,NA,Unknown
Radeon Pro Vega II,"15,597",748,NA,NA,Unknown
Radeon Pro Vega II Duo,"14,018",858,NA,NA,Unknown
Radeon Pro VII,"13,404",719,NA,NA,Unknown
Radeon Pro W5500,"8,929",818,125,8192 MB,Desktop
Radeon Pro W5500M,"3,470",482,85,4096 MB,Mobile
Radeon Pro W5500X,"7,351",729,NA,8192 MB,Unknown
Radeon Pro W5700,"14,147",890,205,8192 MB,Desktop
Radeon Pro W5700X,"15,198",884,NA,NA,Unknown
Radeon PRO W6300,"5,560",667,25,2048 MB,"Mobile, Workstation"
Radeon PRO W6400,"8,421",914,NA,NA,Unknown
Radeon PRO W6600,"14,966",947,NA,NA,Unknown
Radeon PRO W6600M,"11,407",777,NA,NA,Mobile
Radeon PRO W6600X,"13,113",856,NA,NA,Unknown
Radeon PRO W6800,"20,276",939,NA,NA,Unknown
Radeon Pro W6800X,"17,014",845,NA,NA,Desktop
Radeon Pro W6800X Duo,"14,742",801,NA,NA,Desktop
Radeon Pro W6900X,"17,413",782,NA,NA,Desktop
Radeon PRO W7500,"13,299","1,171",70,8192 MB,Workstation
Radeon PRO W7600,"15,895","1,046",NA,NA,Unknown
Radeon PRO W7700,"23,062","1,321",NA,NA,Unknown
Radeon PRO W7800,"27,503","1,188",NA,NA,Unknown
Radeon PRO W7900,"27,957","1,153",NA,NA,Unknown
Radeon PRO W7900 Dual Slot,"13,182",534,NA,NA,Desktop
Radeon Pro WX 2100,"1,880",384,35,2048 MB,Mobile
Radeon Pro WX 3100,"2,597",412,50,4096 MB,Workstation
Radeon Pro WX 3200,"2,222",379,65,4096 MB,Mobile
Radeon Pro WX 4100,"3,683",640,50,4096 MB,Workstation
Radeon Pro WX 4130,"1,890",353,50,4096 MB,Mobile
Radeon Pro WX 4150,"2,637",385,50,4096 MB,Mobile
Radeon Pro WX 4170,"2,870",316,50,4096 MB,Mobile
Radeon Pro WX 5100,"5,464",779,75,8096 MB,Workstation
Radeon Pro WX 7100,"7,713",782,130,8192 MB,Workstation
Radeon Pro WX 7130,"6,584",444,130,8192 MB,Mobile
Radeon Pro WX 8200,"12,615",730,230,8192 MB,Desktop
Radeon Pro WX 9100,"12,211",734,230,16384 MB,Desktop
Radeon Pro WX Vega M GL,"4,498",332,65,4096 MB,Mobile
Radeon R1E,301,179,NA,NA,Unknown
Radeon R2,255,67,NA,NA,Unknown
Radeon R2E,211,88,NA,NA,Unknown
Radeon R3,315,95,NA,NA,Unknown
Radeon R3E,225,87,NA,NA,Unknown
Radeon R4,347,99,NA,NA,Unknown
Radeon R4E,487,366,NA,NA,Unknown
Radeon R5 220,147,110,19,1024 MB,Desktop
Radeon R5 230,222,255,NA,NA,Unknown
Radeon R5 235,336,164,35,1024 MB,Desktop
Radeon R5 235 + HD 7560D Dual,744,441,NA,NA,Unknown
Radeon R5 235 + HD 8570D Dual,738,486,NA,NA,Unknown
Radeon R5 235X,277,202,18,1024 MB,Desktop
Radeon R5 240,559,195,50,2048 MB,Desktop
Radeon R5 310,332,545,NA,NA,Unknown
Radeon R5 330,523,179,30,2048 MB,Desktop
Radeon R5 340,890,336,NA,NA,Unknown
Radeon R5 420,575,230,NA,NA,Unknown
Radeon R5 430,886,302,NA,NA,Unknown
Radeon R5 435,762,230,NA,NA,Unknown
Radeon R5 A10-9600P 4C+6G,619,146,NA,NA,Unknown
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",700,148,NA,NA,Unknown
Radeon R5 A10-9620P 4C+6G,732,196,NA,NA,Unknown
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",643,161,NA,NA,Unknown
Radeon R5 A10-9630P 4C+6G,977,270,NA,NA,Unknown
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",790,185,NA,NA,Unknown
Radeon R5 A240,576,802,NA,NA,Unknown
Radeon R5 A6-7480,687,181,NA,NA,Unknown
Radeon R5 A6-8500P,587,190,NA,NA,Unknown
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",605,271,NA,NA,Unknown
Radeon R5 A6-9500 2C+6G,853,249,NA,NA,Unknown
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",903,207,NA,NA,Unknown
Radeon R5 A6-9500E 2C+4G,"1,015",438,NA,NA,Unknown
"Radeon R5 A6-9500E RADEON R5, 6 COMPUTE CORES 2C+4",721,224,NA,NA,Unknown
Radeon R5 M230,427,128,NA,4096 MB,Mobile
Radeon R5 M240,488,139,NA,NA,Unknown
Radeon R5 M255,544,132,NA,4096 MB,Mobile
Radeon R5 M315,496,143,NA,NA,Unknown
Radeon R5 M320,475,141,NA,NA,Unknown
Radeon R5 M330,596,519,18,4096 MB,Mobile
Radeon R5 M335,549,577,NA,4096 MB,Mobile
Radeon R5 M420,499,138,NA,NA,Unknown
Radeon R5 M430,649,516,NA,NA,Unknown
Radeon R5 M435,860,164,NA,NA,Unknown
Radeon R5 Opteron X3216,416,171,NA,NA,Unknown
Radeon R5 PRO A10-8730B 4C+6G,695,201,NA,NA,Unknown
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",615,139,NA,NA,Unknown
Radeon R5 PRO A6-8500B 2C+4G,508,416,NA,NA,Unknown
"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",511,140,NA,NA,Unknown
Radeon R5 PRO A6-8530B 2C+4G,690,354,NA,NA,Unknown
"Radeon R5 PRO A6-8530B R5, 6 COMPUTE CORES 2C+4G",447,117,NA,NA,Unknown
Radeon R5 PRO A6-8570 2C+6G,847,292,NA,NA,Unknown
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",957,227,NA,NA,Unknown
Radeon R5 PRO A6-8570E 2C+4G,638,268,NA,NA,Unknown
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",633,178,NA,NA,Unknown
Radeon R5 PRO A6-9500 2C+6G,"1,096",353,NA,NA,Unknown
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",765,180,NA,NA,Unknown
Radeon R5 PRO A6-9500B 2C+4G,693,323,NA,NA,Unknown
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",413,121,NA,NA,Unknown
Radeon R5 PRO A6-9500E 2C+4G,771,288,NA,NA,Unknown
Radeon R5 PRO A8-9600B 4C+6G,659,224,NA,NA,Unknown
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",569,143,NA,NA,Unknown
Radeon R5E,315,98,NA,NA,Unknown
Radeon R6,609,135,15,0 MB,"Desktop, Mobile"
Radeon R6 + R7 M265DX Dual,571,328,NA,NA,Unknown
Radeon R6 A10-8700P,545,137,NA,NA,Unknown
Radeon R6 A10-9600P 4C+6G,970,336,NA,NA,Unknown
Radeon R6 A8-8600P,475,151,NA,NA,Unknown
Radeon R6 M255DX,605,116,NA,NA,Unknown
Radeon R6 Opteron X3418,955,399,NA,NA,Unknown
Radeon R6 PRO A10-8700B 4C+6G,538,146,NA,NA,Unknown
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",547,136,NA,NA,Unknown
Radeon R6 PRO A8-8600B 4C+6G,532,158,NA,NA,Unknown
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",584,145,NA,NA,Unknown
Radeon R7 + HD 7700 Dual,"1,962",498,NA,NA,Unknown
Radeon R7 + R5 330 Dual,"1,028",531,NA,NA,Unknown
Radeon R7 + R5 340 Dual,"1,235",471,NA,NA,Unknown
Radeon R7 + R5 435 Dual A10-9700 RADEON,886,480,NA,NA,Unknown
Radeon R7 + R5 Dual,898,496,NA,NA,Unknown
Radeon R7 + R7 200 Dual,"1,077",282,NA,NA,Unknown
Radeon R7 + R7 240 Dual,"1,045",374,NA,NA,Unknown
Radeon R7 + R7 250 Dual,"1,232",576,NA,NA,Unknown
Radeon R7 + R7 350 Dual,"1,982",552,NA,NA,Unknown
Radeon R7 +8G,"1,191",460,NA,NA,Unknown
Radeon R7 240,906,280,30,2048 MB,Desktop
Radeon R7 240 + HD 8570D Dual,918,352,NA,NA,Unknown
Radeon R7 240 + HD 8670D Dual,930,471,NA,NA,Unknown
Radeon R7 250,"1,054",283,75,2048 MB,Desktop
Radeon R7 250X,"2,269",637,95,2048 MB,Desktop
Radeon R7 260,"2,892",559,95,1024 MB,Desktop
Radeon R7 260X,"3,202",521,115,2048 MB,Desktop
Radeon R7 340,960,356,NA,NA,Unknown
Radeon R7 360,"3,123",520,100,2048 MB,Desktop
Radeon R7 370,"4,482",615,150,NA,Desktop
Radeon R7 430,"1,092",367,NA,NA,Unknown
Radeon R7 450,"1,882",537,65,2048 MB,Desktop
Radeon R7 7850A10-7850K,551,506,NA,NA,Unknown
Radeon R7 A10 Extreme Edition,806,210,NA,NA,Unknown
Radeon R7 A10 PRO-7800B,715,217,NA,NA,Unknown
Radeon R7 A10 PRO-7850B,822,295,NA,NA,Unknown
Radeon R7 A10-7700K,774,220,NA,NA,Unknown
Radeon R7 A10-7800,741,194,NA,NA,Unknown
Radeon R7 A10-7850K,926,269,95,16384 MB,Desktop
Radeon R7 A10-7860K,876,218,NA,NA,Unknown
Radeon R7 A10-7870K,"1,054",259,NA,NA,Unknown
Radeon R7 A10-7890K,999,275,NA,NA,Unknown
Radeon R7 A10-8750,856,216,NA,NA,Unknown
Radeon R7 A10-8850,773,277,NA,NA,Unknown
Radeon R7 A10-9700 RADEON,908,219,NA,NA,Unknown
Radeon R7 A10-9700E RADEON,887,237,NA,NA,Unknown
Radeon R7 A12-9700P RADEON,680,159,NA,NA,Unknown
Radeon R7 A12-9720P RADEON,733,171,NA,NA,Unknown
Radeon R7 A12-9730P RADEON,976,251,NA,NA,Unknown
Radeon R7 A12-9800 RADEON,"1,053",263,NA,NA,Unknown
Radeon R7 A12-9800E RADEON,943,226,NA,NA,Unknown
Radeon R7 A265,994,468,NA,NA,Unknown
Radeon R7 A360,616,215,NA,NA,Unknown
Radeon R7 A365,781,763,NA,NA,Unknown
Radeon R7 A370,"1,281",742,NA,NA,Unknown
Radeon R7 A8 PRO-7600B,644,176,NA,NA,Unknown
Radeon R7 A8-7500,811,264,NA,NA,Unknown
Radeon R7 A8-7500 4C+6G,853,390,NA,NA,Unknown
Radeon R7 A8-7600,774,209,NA,NA,Unknown
Radeon R7 A8-7650K,759,215,NA,NA,Unknown
Radeon R7 A8-7670K,847,289,NA,NA,Unknown
Radeon R7 A8-7680,781,192,NA,NA,Unknown
Radeon R7 A8-7690K,"1,141",336,NA,NA,Unknown
Radeon R7 A8-7A8-7600,583,191,NA,NA,Unknown
Radeon R7 A8-8650,719,329,NA,NA,Unknown
Radeon R7 A8-9600 RADEON,858,202,NA,NA,Unknown
Radeon R7 FX-8800P,820,188,NA,NA,Unknown
Radeon R7 FX-9800P RADEON,753,181,NA,NA,Unknown
Radeon R7 FX-9830P RADEON,"1,348",225,NA,NA,Unknown
Radeon R7 G,870,532,NA,NA,Unknown
Radeon R7 M260,528,127,NA,4096 MB,Mobile
Radeon R7 M260DX,817,195,NA,NA,Unknown
Radeon R7 M260X,"1,013",160,NA,4096 MB,Mobile
Radeon R7 M265,560,135,NA,4096 MB,Mobile
Radeon R7 M265DX,499,138,NA,NA,Unknown
Radeon R7 M270,780,145,NA,NA,Unknown
Radeon R7 M270DX,962,233,NA,NA,Unknown
Radeon R7 M340,646,150,NA,NA,Mobile
Radeon R7 M350,"1,076",213,NA,NA,Unknown
Radeon R7 M360,589,146,NA,4096 MB,Mobile
Radeon R7 M365X,842,165,NA,NA,Unknown
Radeon R7 M370,"1,418",676,NA,NA,Mobile
Radeon R7 M380,"1,669",534,NA,NA,Unknown
Radeon R7 M440,900,166,NA,NA,Unknown
Radeon R7 M445,947,175,NA,NA,Unknown
Radeon R7 M460,"1,070",195,NA,NA,Unknown
Radeon R7 M465,"1,069",185,NA,NA,Unknown
Radeon R7 M465X,"1,787",374,NA,NA,Unknown
Radeon R7 Opteron X3421,"1,104",280,NA,NA,Unknown
Radeon R7 PRO A10-8750B,784,221,NA,NA,Unknown
Radeon R7 PRO A10-8770,888,220,NA,NA,Unknown
Radeon R7 PRO A10-8770E,793,197,NA,NA,Unknown
Radeon R7 PRO A10-8850B,945,552,NA,NA,Unknown
Radeon R7 PRO A10-9700,813,199,NA,NA,Unknown
Radeon R7 PRO A10-9700B,629,182,NA,NA,Unknown
Radeon R7 PRO A10-9700E,920,219,NA,NA,Unknown
Radeon R7 PRO A12-8800B,610,183,NA,NA,Unknown
Radeon R7 PRO A12-8830B,580,174,NA,NA,Unknown
Radeon R7 PRO A12-8870,982,244,NA,NA,Unknown
Radeon R7 PRO A12-8870E,875,225,NA,NA,Unknown
Radeon R7 PRO A12-9800,940,244,NA,NA,Unknown
Radeon R7 PRO A12-9800B,683,182,NA,NA,Unknown
Radeon R7 PRO A12-9800E,968,245,NA,NA,Unknown
Radeon R7 PRO A6-9500 2C+6G,781,439,NA,NA,Unknown
"Radeon R7 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G","1,293",290,NA,NA,Unknown
Radeon R7 PRO A8-8650B,726,198,NA,NA,Unknown
Radeon R7 PRO A8-8670E,978,283,NA,NA,Unknown
Radeon R7 PRO A8-9600,837,218,NA,NA,Unknown
Radeon R7E,565,159,NA,NA,Unknown
Radeon R8 M365DX,647,199,NA,NA,Unknown
Radeon R8 M445DX,797,181,NA,NA,Unknown
Radeon R8 M535DX,670,182,NA,NA,Unknown
Radeon R9 255,"1,383",373,NA,2048 MB,Desktop
Radeon R9 260,"3,048",508,NA,NA,Unknown
Radeon R9 270,"4,306",567,NA,NA,Unknown
Radeon R9 270 / R7 370,"4,260",645,150,2048 MB,Desktop
Radeon R9 270X,"4,875",614,180,4096 MB,Desktop
Radeon R9 280,"5,531",667,250,3072 MB,Desktop
Radeon R9 280X,"6,088",671,250,3072 MB,Desktop
Radeon R9 285,"6,680",597,NA,NA,Unknown
Radeon R9 285 / 380,"5,550",655,190,2048 MB,Desktop
Radeon R9 290,"8,174",756,NA,NA,Unknown
Radeon R9 290 / 390,"8,150",695,275,4096 MB,Desktop
Radeon R9 290X,"8,432",749,NA,NA,Unknown
Radeon R9 290X / 390X,"8,380",696,290,4096 MB,Desktop
Radeon R9 295X2,"8,734",758,500,8192 MB,Desktop
Radeon R9 350,"1,997",463,60,2048 MB,Desktop
Radeon R9 360,"3,032",460,85,2048 MB,Desktop
Radeon R9 370,"4,722",781,150,4096 MB,Desktop
Radeon R9 380,"5,987",665,190,4096 MB,Desktop
Radeon R9 380X,"6,132",681,190,4096 MB,Desktop
Radeon R9 390,"8,828",795,275,8192 MB,Desktop
Radeon R9 390X,"9,275",822,275,8192 MB,Desktop
Radeon R9 A375,"1,024",232,NA,NA,Unknown
